  <"C2", "D1">: 8.1771,
  <"O1", "S2">: 9.8925,
  <"S2", "C3">: 6.8490,
  <"C3", "C2">: 6.4385
]#;

// Service time - corresponds to Nodes order (10 nodes)
ServiceTime = [
  0,    // DC
  0.1,  // S1
  0.1,  // S2
  0.2,  // C1
  0.2,  // C2
  0.2,  // C3
  0.2,  // C4
  0.2,  // C5
  0,    // O1
  0     // D1
];

// Maximum working time
MaxWorkingTime = 8;
